BEVOEGD GEZAG NUMMER;GROEPERING;BEVOEGD GEZAG NAAM;JAAR;LIQUIDITEIT (CURRENT RATIO);RENTABILITEIT;SOLVABILITEIT 1;SOLVABILITEIT 2;ALGEMENE RESERVE / TOTALE BATEN;BELEGGINGEN (T.O.V. EV);CONTRACTACTIVITEITEN / RIJKSBIJDRAGE;CONTRACTACTIVITEITEN / TOTALE BATEN;EIGEN VERMOGEN / TOTALE BATEN;INVESTERING HUISVESTING / TOTALE BATEN;INVESTERINGEN (INVENT.+APP.) / TOTALE BATEN;KAPITALISATIEFACTOR;LIQUIDITEIT (QUICK RATIO);OV. OVERHEIDSBIJDRAGEN / TOT. BATEN;PERSONEEL / RIJKSBIJDRAGEN;PERSONELE LASTEN / TOTALE LASTEN;RIJKSBIJDRAGEN / TOTALE BATEN;VOORZIENINGEN /TOTALE BATEN;WEERSTANDSVERMOGEN (-/- MVA);WEERSTANDSVERMOGEN VO TOTALE BN.;WERKKAPITAAL / TOTALE BATEN;HUISVESTINGSLASTEN / TOTALE LASTEN;WERKKAPITAAL;(KORTL. SCHULDEN / TOTALE BATEN) * 365;(VORDERINGEN / TOTALE BATEN) * 365
41482;SSG1;Stg. SWV VO-SVO W.Friesland;2013;4,61;0,3;0,61;0,83;2,2;0;0;0;44,1;12,6;0,3;63,19;4,61;4,9;96,2;69;71,5;16,2;38,8;44,1;43,7;6,8;3.281.000,00;44;20
41490;SSG4;Stg. OVO Ooststellingwerf;2009;0,87;5,4;0,45;0,55;12;0;0;0;21,4;2,2;0;45,67;0,87;0,1;83,3;81,3;92,4;5,1;-14,2;21,4;-2;5,7;-183.583,00;56;5
41490;SSG4;Stg. OVO Ooststellingwerf;2010;0,56;0,3;0,47;0,58;13,1;0;0;0;21,9;1,7;5,1;23,39;0,56;0,1;87,4;81,7;93,3;5,1;-17,6;21,9;-6,2;5,3;-595.709,00;51;4
41490;SSG4;Stg. OVO Ooststellingwerf;2011;0,16;-0,4;0,58;0,6;16,1;0;0;0;24,8;1,3;4,3;17,44;0,16;0,1;89,1;83,2;93,8;0,9;-17,1;24,8;-10,9;4,4;-1.073.037,00;47;3
41490;SSG4;Stg. OVO Ooststellingwerf;2012;0,49;3,2;0,61;0,63;18,2;0;0;0;25,9;0,9;0;19,96;0,49;0,1;85;83,6;95,1;0,9;-10,9;25,9;-6,3;4,4;-674.946,00;45;3
41490;SSG4;Stg. OVO Ooststellingwerf;2013;0,93;4,5;0,66;0,68;21,1;0;0;0;28,7;0,7;0,4;23,12;0,93;0;83,7;82,5;94,1;1;-4,5;28,7;-0,8;4,3;-91.129,00;42;3
41509;SSG4;Hondsrugcollege;2009;2,99;0,8;0,72;0,81;9,8;3,8;0;0;43,6;0,1;0;59,78;2,99;0,2;86;80,5;93,4;5,3;20,2;43,6;22,5;5;3.733.459,00;41;7
41509;SSG4;Hondsrugcollege;2010;2,93;-1,8;0,76;0,8;9,3;3,6;0;0;45,2;0;6;44,25;2,93;0,3;87,2;80,3;93,9;2,2;23,6;45,2;22,7;6;3.742.299,00;43;4
41509;SSG4;Hondsrugcollege;2011;1,48;-0,2;0,77;0,81;16,1;43;0;0;46;1;0,1;44,84;1,48;0,3;89,7;80,7;90,1;2,2;25,6;46;5,5;4,2;883.249,00;41;9
41509;SSG4;Hondsrugcollege;2012;1,66;0,2;0,76;0,8;17,1;40,2;0;0;47,3;0,3;0;47,56;1,66;0,5;87,5;82;93,6;2,4;26,3;47,3;8;4,6;1.262.112,00;44;8
41509;SSG4;Hondsrugcollege;2013;3,82;1,3;0,78;0,83;19;0;0;0;47,9;0,8;0;47,53;3,82;0;83,7;79,8;94,1;2,7;28,6;47,9;29,6;5,1;4.731.810,00;38;9
41512;SSG5;Stg SVOZ;2009;0,33;0,8;0,34;0,44;12,9;0;0;0;38,7;22,5;51,9;51,54;0,33;2,9;77;71,8;92,5;11,3;-51,6;38,7;-41,8;7;-9.363.004,00;228;9
41512;SSG5;Stg SVOZ;2010;0,32;1,3;0,36;0,46;10,2;0;0;0;34,3;3,2;1,9;40,34;0,32;3;78;73,3;92,7;9,5;-48,6;34,3;-35,5;6,1;-8.530.673,00;191;5
41512;SSG5;Stg SVOZ;2011;0,27;-3;0,34;0,45;5;0;0;0;32,2;3,2;1,5;38,65;0,27;2,2;81,9;74,3;93,4;10,5;-52,2;32,2;-38,2;6,9;-8.923.466,00;191;8
41512;SSG5;Stg SVOZ;2012;0,99;-3,7;0,38;0,67;2,2;0;0;0;14,5;2,9;0,3;25,34;0,99;1;81,2;74,6;95,3;10,8;-11,6;14,5;-0,2;7,6;-32.237,00;46;5
41512;SSG5;Stg SVOZ;2013;1,38;1,2;0,39;0,69;5;0;0;0;15,8;1,8;0,6;28,18;1,38;0,9;77,5;74,8;95,4;12,1;-7,9;15,8;4,6;7,4;983.703,00;45;8
41513;SSG2;Stg J. de Witt-gymnasium;2009;5,65;8,9;0,77;0,84;14,9;0;0;0;44,4;0,1;0;54,45;5,65;1,8;75,7;73;88;3,9;43,8;44,4;42,5;6;2.287.276,00;33;5
41513;SSG2;Stg J. de Witt-gymnasium;2010;5,98;3,1;0,81;0,84;14,3;0;0;0;48;0;0;59,15;5,98;0,4;79,1;73,3;89,8;1,9;51;48;47,7;7,9;2.663.585,00;35;4
41513;SSG2;Stg J. de Witt-gymnasium;2011;8,5;5,1;0,86;0,89;18,1;0;0;0;53,4;1,3;0;61,88;8,5;1,6;83,1;77,5;88,5;1,7;57,7;53,4;52,7;5,5;2.917.055,00;26;4
41513;SSG2;Stg J. de Witt-gymnasium;2012;8,9;4;0,86;0,89;17,9;0;0;0;57;0;0;66,24;8,9;0,3;82,3;76,7;89,4;1,8;63,4;57;58,6;6;3.267.640,00;27;2
41513;SSG2;Stg J. de Witt-gymnasium;2013;1,54;2,7;0,34;0,35;22,7;0;0;0;23,7;16,5;35,9;34,34;1,54;0,4;81,9;74,9;89;1,1;-31,9;23,7;6,4;8,2;355.812,00;43;7
41525;SSG5;STOVOG;2009;2,37;5,3;0,66;0,73;2,2;29,8;0;0;37,2;1,8;0;56,49;2,37;16,9;81,4;68,6;79,7;4,3;40,2;37,2;20,6;22,8;3.849.055,00;55;16
41525;SSG5;STOVOG;2010;2,09;-2,4;0,66;0,69;4,3;30,4;0;0;36,3;3,9;0;54,89;2,09;4;83,4;76,1;92,3;1,6;30,3;36,3;18,5;15,2;3.123.782,00;62;11
41525;SSG5;STOVOG;2011;2,48;-1;0,72;0,76;3,8;26,3;0;0;31,3;1,4;2;41,65;2,48;11,3;83,5;71,1;86;1,6;26,1;31,3;15,8;18,9;2.980.030,00;39;6
41525;SSG5;STOVOG;2012;4;4,5;0,75;0,79;3,3;0;0;0;37,2;0,2;0;48,2;4;3,5;82,3;80,8;93,8;1,9;31,6;37,2;31,6;8,6;5.712.822,00;38;13
41525;SSG5;STOVOG;2013;3,81;-1,6;0,66;0,77;13,9;0;0;0;26,5;0,3;0;39,08;3,81;22,7;81;60,4;75,7;4,3;29;26,5;26,3;31,9;6.291.178,00;34;21
41529;SSG1;Stg Praktijkondw. Emmen e.o.;2009;1,46;-1;0,38;0,43;15,3;0;0;0;49,1;19;0,7;130,08;1,46;2,5;91,7;85,7;94,5;7,3;28,1;49,1;33,9;4,3;1.270.254,00;272;235
41529;SSG1;Stg Praktijkondw. Emmen e.o.;2010;4,09;-0,7;0,82;0,84;15,4;0;0;0;54,8;1;0,9;65,3;4,09;4,7;92,5;85,4;93;1,3;34,7;54,8;33,5;4,5;1.246.466,00;40;8
41529;SSG1;Stg Praktijkondw. Emmen e.o.;2011;2,66;-11,4;0,74;0,76;10,4;0;0,2;0,2;47,4;1;0;61,88;2,66;1,7;92,8;79,5;95,4;0,8;26;47,4;25,6;6,9;888.918,00;56;10
41529;SSG1;Stg Praktijkondw. Emmen e.o.;2012;3,23;-1,3;0,8;0,82;11,2;0;0,9;0,9;45,7;2,7;0;55,32;3,23;0,2;88,3;83,1;95,4;0,7;23,9;45,7;23,5;5,6;823.674,00;38;8
41529;SSG1;Stg Praktijkondw. Emmen e.o.;2013;3,73;11,5;0,8;0,81;23,8;0;0,2;0,2;49,9;2,5;0;60,85;3,73;4,9;83,2;80,6;85,7;0,8;35,7;49,9;31,3;6,2;1.306.012,00;42;31
41537;SSG4;Stg. Scala College;2009;1,33;0,9;0,4;0,6;6;0;0;0;18;5;0,2;40,1;1,33;0,9;77,6;74,3;94,8;8,5;-3,7;18;5,7;10,2;1.015.613,00;63;30
41537;SSG4;Stg. Scala College;2010;0,8;1;0,43;0,53;0,6;0;0;0;14,5;2,7;1,3;28,37;0,8;0,8;78,8;76;95,4;3,1;-7,1;14,5;-3;8,4;-564.035,00;56;8
41537;SSG4;Stg. Scala College;2011;0,98;0,3;0,42;0,51;0,6;0;0;0;14,5;0,8;0;29,59;0,98;2;83,6;78,8;93,9;3,1;-4,3;14,5;-0,3;6,5;-64.678,00;59;9
41537;SSG4;Stg. Scala College;2012;1,28;1,9;0,47;0,57;0,8;0;0;0;15,8;1,2;0;29,2;1,28;3,2;82,2;78,4;93,5;3,4;-0,1;15,8;3,9;7;784.134,00;50;6
41537;SSG4;Stg. Scala College;2013;1,56;2,2;0,51;0,61;2,5;0;0;0;18,5;1,4;0,6;31,82;1,56;0,7;79,8;78,4;96;3,9;3,4;18,5;7,7;7;1.512.618,00;50;7
41555;SSG3;Stg RSG 't Rijks;2009;0,94;2,6;0,38;0,63;6,6;0;0;0;31,4;2,3;21,4;21,58;0,93;7,4;82,2;74,8;88,6;20,5;-44,6;31,4;-0,7;10,5;-106.789,00;42;27
41555;SSG3;Stg RSG 't Rijks;2010;0,39;1,7;0,36;0,58;6,6;0;0;0;33,2;2,6;15;22,5;0,39;7,7;86,4;79,6;90,6;20,3;-53,4;33,2;-8,6;7,7;-1.444.861,00;51;10
41555;SSG3;Stg RSG 't Rijks;2011;1,01;2;0,38;0,62;6,6;0;0;0;33,7;1,3;0,7;24,22;1,01;6,6;85,8;79,6;91;21,5;-46,4;33,7;0,2;7,5;26.567,00;48;30
41555;SSG3;Stg RSG 't Rijks;2012;1,05;1,5;0,4;0,63;6,6;0;0;0;34,3;1,3;0;25,31;1,05;7,2;85,9;79,8;91,5;20,5;-40,6;34,3;0,8;6,7;140.318,00;52;28
41555;SSG3;Stg RSG 't Rijks;2013;1,27;2,9;0,43;0,66;7,9;0;0;0;36,2;1,4;0;26,74;1,27;6,9;84;79,9;92,4;19,3;-33,4;36,2;3,6;6,5;675.495,00;48;26
41556;SSG3;Stg Spinozalyceum Amsterdam;2009;7,08;-2;0,64;0,78;19,1;0;0;0;36,2;0,1;0;56,42;7,08;0,2;78,5;71,8;93,3;8;72,5;36,2;75,6;10,9;5.603.947,00;45;20
41556;SSG3;Stg Spinozalyceum Amsterdam;2010;2,36;-2,6;0,44;0,65;11;0;0;0;27,1;2,5;0;61,11;2,36;0,2;78;72,1;94,9;12,5;17,9;27,1;29,5;10,2;2.312.910,00;79;3
41556;SSG3;Stg Spinozalyceum Amsterdam;2011;0,6;-6,3;0,35;0,73;12,4;0;0;0;19,4;0;0;55,74;0,6;0,1;76,9;68,7;94,9;21;-28,6;19,4;-6,1;14,3;-504.020,00;56;2
41556;SSG3;Stg Spinozalyceum Amsterdam;2012;2,77;6,6;0,57;0,72;15,3;0;0;0;24,9;8,9;0,3;43,14;2,77;1,1;75;75,7;94,3;6,2;16,6;24,9;21,9;7;1.924.436,00;45;3
41556;SSG3;Stg Spinozalyceum Amsterdam;2013;2,74;6,3;0,6;0,74;15,5;0;0;0;30;3,2;0;49,45;2,74;1,3;73,8;73,9;93,8;6,8;16,7;30;22,5;7,8;2.083.644,00;47;6
41568;SSG5;Stichting OSVS;2009;2,1;0,7;0,46;0,63;12,8;0;0;0;19,4;2,5;0;42,36;2,1;1,6;81,9;74,9;90,8;7,5;10;19,4;15,2;8,4;4.686.448,00;50;22
41568;SSG5;Stichting OSVS;2010;1,86;1,6;0,48;0,59;12,1;0;0;0;21,1;2;0;44,01;1,86;4,2;84;77,3;90,5;4,7;12,2;21,1;14,3;6,6;4.510.228,00;61;26
41568;SSG5;Stichting OSVS;2011;1,1;-7,6;0,44;0,53;4,3;0;0;0;12,9;2,3;0;29,33;1,1;4,5;86,5;71,5;88,9;2,5;3,1;12,9;1,2;14,7;401.940,00;47;21
41568;SSG5;Stichting OSVS;2012;0,64;-7,6;0,15;0,29;3,4;0;0;0;3,7;1,2;0;24,48;0,64;12,4;90,8;70,3;83,3;3,4;-6,2;3,7;-6;17;-2.011.431,00;60;17
41568;SSG5;Stichting OSVS;2013;0,46;-3,3;0,01;0,17;-0,2;0;0;0;0,1;2,5;0;19,27;0,46;16,5;85,9;65,4;78,7;3,2;-11,3;0,1;-6,7;22,6;-2.424.002,00;46;8
41581;SSG5;Stg Openbaar VO Zaanstad;2009;2,04;0;0,49;0,66;0;0;0;0;37,9;3,3;7,3;68,92;2,04;0,5;82,9;75,9;91,5;13;15,9;37,9;27,5;9,2;11.686.104,00;97;88
41581;SSG5;Stg Openbaar VO Zaanstad;2010;1,84;0,9;0,51;0,62;0;0;0;0;36,3;2,3;0;63,42;1,84;0,1;83,1;78,9;94,2;7,9;15,8;36,3;22,7;5,7;10.011.512,00;98;62
41581;SSG5;Stg Openbaar VO Zaanstad;2011;1,94;0,5;0,53;0,64;0;0;0;0;35,9;3,2;0,3;60,17;1,94;0,1;81,8;77,7;94,5;7,6;15,8;35,9;22,5;6,6;10.144.731,00;88;17
41581;SSG5;Stg Openbaar VO Zaanstad;2012;2,2;4;0,58;0,69;0;0;0;0;36,4;2,8;0,7;55,52;2,2;0,1;81,9;78,8;92,3;6,5;18,4;36,4;23,5;6,8;11.768.835,00;71;13
41581;SSG5;Stg Openbaar VO Zaanstad;2013;2,08;0,6;0,61;0,68;0;0;0;0;36;2,6;1,3;52,22;2,08;0,2;83,4;80,2;95,6;4,2;17,4;36;20,8;5,7;10.714.683,00;70;10
41585;SSG1;Stg PC VO Barneveld e.o.;2009;5,77;7;0,65;0,86;75,6;10,5;0;0;84,4;2;0;123,73;5,77;1;77,5;78,4;94,3;26,6;74,4;84,4;87,9;5,2;13.626.580,00;67;16
41585;SSG1;Stg PC VO Barneveld e.o.;2010;5,64;1,6;0,84;0,85;38,7;0;0;0;114,3;1,6;0;130,78;5,64;1,2;81,5;78;93,9;1,6;98,9;114,3;94,4;5,3;14.226.186,00;74;39
41585;SSG1;Stg PC VO Barneveld e.o.;2011;2,48;-18,2;0,79;0,8;33,6;0;0;0;94,8;22,7;36,5;83,47;2,48;0,8;81;64,9;94,7;1,6;35,4;94,8;35,1;6,5;5.354.213,00;86;19
41585;SSG1;Stg PC VO Barneveld e.o.;2012;3,61;15,4;0,84;0,86;33,7;0;0,7;0,6;90,6;1,6;8,9;71,39;3,61;0,3;77,5;73,8;80,6;3,1;43,9;90,6;38,4;7,4;7.386.134,00;54;15
41585;SSG1;Stg PC VO Barneveld e.o.;2013;4,99;3;0,86;0,9;39,3;0;0,9;0,8;98,2;2,9;1,2;74,96;4,99;0;74,7;73,3;95,2;4,6;42,1;98,2;44,7;8,1;8.180.226,00;41;13
41587;SSG3;S.O.V.O.R.;2009;1,84;3,5;0,47;0,55;25,6;12,2;0;0;34,4;2;0;72,67;1,84;0,3;82,2;75,7;88,9;5,7;35,2;34,4;27,3;5,6;2.159.673,00;119;4
41587;SSG3;S.O.V.O.R.;2010;1,42;0,8;0,3;0,33;23,4;8,3;0;0;31,7;1;0;105,08;1,42;0,3;86,4;79,6;91,6;2,5;32,5;31,7;29,7;4,8;2.449.190,00;258;12
41587;SSG3;S.O.V.O.R.;2011;1,38;-4,7;0,34;0,38;17,9;0;0;0;25,9;11,2;0;75,34;1,38;0,6;88,2;76,6;91,1;2,7;16,6;25,9;17,8;8;1.526.566,00;171;12
41587;SSG3;S.O.V.O.R.;2012;1,81;-1,6;0,51;0,57;19,6;0;0;0;24;1,6;0;46,93;1,81;1,5;87,5;78,9;91,7;2,6;15,1;24;16,4;5,2;1.419.438,00;74;6
41587;SSG3;S.O.V.O.R.;2013;2,36;4,7;0,59;0,65;19;0;0;0;27,3;0;0;46,16;2,36;0,5;82;80,8;93,8;2,7;20,6;27,3;22,1;5,1;2.032.515,00;59;5
41592;SSG1;Stichting Magical Education;2009;1,53;-3,6;0,55;0,65;23;0;0;0;23;9,8;0;41,93;1,53;0;79,1;73,3;96,1;4,1;3,8;23;7,8;4,5;65.811,00;54;8
41592;SSG1;Stichting Magical Education;2010;0,13;-23,4;-0,02;0,04;-0,4;0;0;0;-0,4;1,6;0;20,11;0,13;0;98,3;76,4;96;1,2;-18,8;-0,4;-16,9;7,7;-159.981,00;71;2
41592;SSG1;Stichting Magical Education;2011;0,2;-15,2;-0,9;-0,82;-15,6;0;0;0;-15,6;0;0;17,37;0,2;0;98,1;81,3;95,4;1,3;-30,1;-15,6;-16,8;5;-166.721,00;77;5
41592;SSG1;Stichting Magical Education;2012;0,58;-0,5;-0,77;-0,71;-13,5;0;0;0;-13,5;0,3;0;17,43;0,58;0;79,4;74,5;94,4;1;-23,7;-13,5;-6,2;4,9;-73.380,00;54;14
41592;SSG1;Stichting Magical Education;2013;0,13;-7,6;-1,93;-1,83;-21,7;0;0;0;-21,7;0,1;0;11,24;0,13;0;84;73,2;93,8;1,1;-30,7;-21,7;-27,7;7,1;-315.736,00;116;2
41594;SSG5;Stg Onderwijsgroep Galilei;2009;1,12;1,3;0,32;0,51;9,8;0;0;0;14;2,6;0,4;35,02;1,12;0,7;82,5;79,1;94,6;8,1;-5,9;14;2,5;6,4;992.662,00;77;8
41594;SSG5;Stg Onderwijsgroep Galilei;2010;1;-1,9;0,35;0,46;9,3;0;0;0;14,4;2,1;1,8;33,06;1;0,7;84,4;78,1;94,4;4,9;-5,3;14,4;-0,1;6;-33.200,00;81;9
41594;SSG5;Stg Onderwijsgroep Galilei;2011;0,97;-1,4;0,33;0,47;8,5;0;0;0;13,2;1,4;1,2;31,55;0,97;0,7;85,7;79,8;94,5;5,7;-6,7;13,2;-0,7;6,1;-256.948,00;78;8
41594;SSG5;Stg Onderwijsgroep Galilei;2012;0,58;1,3;0,36;0,5;9,2;0;0;0;14,1;6,7;5,9;25,97;0,58;0,2;82,2;78,7;94,6;5,5;-14,8;14,1;-8,2;6,3;-3.285.716,00;70;10
41594;SSG5;Stg Onderwijsgroep Galilei;2013;0,69;0;0,36;0,52;8,5;0;0;0;14,1;1,5;0,8;26,73;0,69;0,3;81,9;77,9;95,1;6,6;-13,2;14,1;-5,8;6,9;-2.329.060,00;69;8
41608;SSG1;Stg SWS v Alg Bijz VO IJburg;2009;0,63;-4;0,04;0,08;2,7;0;0;0;2,7;2;21,2;42,27;0,63;19,7;102,7;64,7;65,5;2,6;-38;2,7;-22,3;20,3;-665.517,00;220;32
41608;SSG1;Stg SWS v Alg Bijz VO IJburg;2010;0,96;-1,3;0,03;0,04;2,5;0;0;0;2,5;2,3;-14,9;87,04;0,96;21,1;94,3;65,5;70,3;1,4;-7,6;2,5;-3,9;22,1;-138.644,00;320;24
41608;SSG1;Stg SWS v Alg Bijz VO IJburg;2011;0,91;-2,9;-0,02;0;-1,1;0;0;0;-1,1;0,1;0,3;49,8;0,91;25,7;87,1;58,7;69,4;0,9;-8,4;-1,1;-4,9;31,4;-242.460,00;195;25
41608;SSG1;Stg SWS v Alg Bijz VO IJburg;2012;0,55;-6,7;-0,27;-0,23;-7,7;0;0;0;-7,7;0,2;5,2;20;0,55;3,6;89,4;75,2;89,9;1,1;-18,6;-7,7;-15,6;11,8;-847.567,00;127;37
41608;SSG1;Stg SWS v Alg Bijz VO IJburg;2013;1,02;4,3;-0,05;0,03;-1,3;0;0;0;-1,3;12,3;0;23,73;1,02;1,1;79,3;78,6;95;1,9;-1,6;-1,3;0,4;8;29.268,00;84;20
41623;SSG3;Stg Openbaar VO Tilburg;2009;1,61;3;0,47;0,6;5,8;0;0,2;0,1;18,9;1,8;0,9;38,71;1,61;1,6;81,3;79,3;94,5;5,1;5,2;18,9;10;5,3;2.394.783,00;60;10
41623;SSG3;Stg Openbaar VO Tilburg;2010;1,41;-0,3;0,5;0,55;5;0;0;0;21,2;1,4;2,3;39,27;1,41;1;82,9;78,7;95,1;2,1;6,1;21,2;7,9;5,6;1.929.700,00;71;9
41623;SSG3;Stg Openbaar VO Tilburg;2011;1,36;-1,1;0,51;0,57;3,9;0;0;0;18,8;1,8;0,9;33,12;1,36;0,7;83,6;78,9;95,5;2,1;3,8;18,8;5,7;5,3;1.463.118,00;58;4
41623;SSG3;Stg Openbaar VO Tilburg;2012;1,39;1;0,5;0,55;4,1;0;0;0;18,2;1,7;0,4;33,21;1,39;0,6;81,9;79,1;95,6;1,9;4,7;18,2;6,4;5,2;1.810.185,00;60;7
41623;SSG3;Stg Openbaar VO Tilburg;2013;1,62;2,2;0,52;0,6;4,2;0;0;0;19,3;1,4;0,7;33,71;1,62;0,5;82,3;80;95;2,8;6,7;19,3;9,2;4,9;2.762.122,00;54;4
41636;SSG5;Stg Onderwijsgroep Zw-Drenthe;2009;1,88;8,9;0,41;0,61;4;0;0;0;19,9;1,5;0;48,48;1,88;0;78;79,8;93,2;10,1;6,9;19,9;16,5;4,7;3.039.380,00;69;10
41636;SSG5;Stg Onderwijsgroep Zw-Drenthe;2010;1,76;0,7;0,49;0,6;4,1;0;0;0;25;4,7;0;50,73;1,76;0,9;86,2;80;92,1;5,6;10,6;25;15,4;5,1;2.752.112,00;74;13
41636;SSG5;Stg Onderwijsgroep Zw-Drenthe;2011;1,52;-4,1;0,47;0,57;3,1;0;0;0;21,2;4,4;0;45,09;1,52;2,3;92,1;80,1;90,6;4,6;5,9;21,2;10;4;1.778.072,00;71;12
41636;SSG5;Stg Onderwijsgroep Zw-Drenthe;2012;1,27;-3,5;0,45;0,54;3,3;0;0;0;17,8;6,3;0;39,88;1,27;1,1;87,5;77,9;92,2;3,8;1,3;17,8;5;4,7;885.119,00;67;7
41636;SSG5;Stg Onderwijsgroep Zw-Drenthe;2013;0,93;-3,5;0,45;0,53;2,1;0;0;0;14,5;3,5;0;32,52;0,93;2,1;87,5;77,5;91,6;2,7;-4,1;14,5;-1;4,7;-179.939,00;56;15
41652;SSG4;Stg Opb VO Zeeuws Vlaanderen;2009;2,07;-24,5;0,44;0,66;9,3;0;0;0;19,4;5,9;12,8;43,67;2,07;0,9;85,4;64,2;93,5;9,4;6,8;19,4;15,7;4;1.694.168,00;54;10
41652;SSG4;Stg Opb VO Zeeuws Vlaanderen;2010;0,96;-13,5;0,27;0,48;3,2;0;0;0;8,5;3,4;9,8;31,48;0,96;1,9;87,2;71,7;93,4;6,6;-7,6;8,5;-0,7;4,9;-76.305,00;59;6
41652;SSG4;Stg Opb VO Zeeuws Vlaanderen;2011;0,76;-3,2;0,18;0,38;3,9;0;0;0;5,5;1,6;0;30,95;0,76;2,2;86;77,5;93,1;6,2;-11,5;5,5;-4,7;4;-499.660,00;70;8
41652;SSG4;Stg Opb VO Zeeuws Vlaanderen;2012;0,52;-2,7;0,11;0,39;1,5;0;0;0;3,1;5,3;0;28,31;0,52;1,2;85,4;78,7;94,6;7,9;-17,7;3,1;-7,6;3,9;-768.452,00;57;8
41652;SSG4;Stg Opb VO Zeeuws Vlaanderen;2013;0,93;3,5;0,2;0,47;4,9;0;0;0;6,4;1,1;0;31,82;0,93;1,2;79,8;77,7;93,9;8,5;-11,2;6,4;-1,1;6;-110.894,00;58;9
41659;SSG4;Stg voor VO Lelystad;2009;2,15;3,1;0,42;0,64;25,9;0;0;0;28,2;3,1;0,1;61,98;2,15;0,8;81,4;79,7;94,9;15,5;2,6;28,2;20,6;7,9;5.914.224,00;65;40
41659;SSG4;Stg voor VO Lelystad;2010;1,57;-2,4;0,44;0,62;24,7;18,6;0,7;0,6;27,2;4,3;0,1;57,29;1,57;0,5;84,3;78,9;95,8;11,3;2,1;27,2;10,5;7,1;3.092.154,00;67;42
41659;SSG4;Stg voor VO Lelystad;2011;1,14;-4,8;0,41;0,57;19,1;22,1;0,3;0,3;22,6;4,1;0;50,96;1,14;0,8;84,5;77,7;96,3;9,1;-3,4;22,6;2,6;8,4;751.324,00;68;38
41659;SSG4;Stg voor VO Lelystad;2012;1,48;-0,1;0,39;0,56;19;0;0,1;0,1;22,3;1,3;0;52,73;1,48;0,5;81,6;78,4;96,5;9,3;-0,9;22,3;9,7;7,1;2.868.710,00;75;34
41659;SSG4;Stg voor VO Lelystad;2013;1,72;4,4;0,43;0,58;19,2;0;0,7;0,7;25,7;1,6;0;56,74;1,72;0,5;78,7;78,9;96;9,2;5,2;25,7;15,1;7,5;4.631.708,00;77;36
41664;SSG5;Stg Dunamare;2009;1,09;1,4;0,28;0,48;14,9;0;0;0;16;2,7;2,1;44,56;1,09;1;75,7;70,5;91,8;11,1;-12,1;16;2,3;7,8;2.693.749,00;97;52
41664;SSG5;Stg Dunamare;2010;0,89;2,1;0,35;0,56;10,7;0;0;0;15,1;4,1;1,1;31,04;0,89;1,1;74,6;70,8;92,9;9,1;-13,9;15,1;-1,7;7,4;-2.042.201,00;58;24
41664;SSG5;Stg Dunamare;2011;0,93;1,2;0,38;0,61;11,1;0;0;0;15,9;3;2,8;29,09;0,93;1,1;75,6;70,4;92,1;10,1;-13,9;15,9;-1;7,5;-1.180.920,00;50;18
41664;SSG5;Stg Dunamare;2012;1,09;1,5;0,41;0,66;11,4;0;0;0;17,2;2,3;0,8;28,66;1,09;1,1;75,3;70,9;92,8;10,6;-11,8;17,2;1,1;7,8;1.314.130,00;42;12
41664;SSG5;Stg Dunamare;2013;1,37;3;0,39;0,63;12,3;0;0;0;18,8;1,8;1,3;35,12;1,37;1;73,3;70,5;93,3;12,1;-8,9;18,8;5,8;7,7;7.360.443,00;57;11
41667;SSG4;Stichting OZHW;2009;1,01;0,9;0,25;0,42;8,3;0;0;0;11,2;1,1;0,1;42,98;1,01;1,2;79,3;75,4;94,7;7,9;1,2;11,2;0,2;7,1;80.867,00;61;12
41667;SSG4;Stichting OZHW;2010;0,87;0,5;0,21;0,3;3,2;0;0;0;8,5;2;2,6;36,34;0,87;1,3;81,2;76,7;94,2;3,6;-3,7;8,5;-2,6;6,8;-972.483,00;74;15
41667;SSG4;Stichting OZHW;2011;0,81;-1,2;0,2;0,31;2,7;0;0;0;7,1;1,7;0,1;31,67;0,81;1,1;83;76,9;93,9;3,8;-4,8;7,1;-3,3;6,4;-1.249.229,00;63;15
41667;SSG4;Stichting OZHW;2012;0,91;2;0,24;0,31;4,1;0;0;0;8,7;1,2;0,5;32,85;0,91;1;80;76,6;94;2,9;-2,5;8,7;-1,8;7;-720.648,00;69;9
41667;SSG4;Stichting OZHW;2013;1,18;5,4;0,34;0,41;4,8;0;0;0;13,6;1,4;0,7;35,39;1,18;0,8;77,9;77,7;94,6;2,8;2,4;13,6;3,2;6,8;1.391.056,00;64;9
41737;SSG4;Stg Opb VO Coevorden e o;2009;2,25;1,9;0,37;0,66;10,3;0;0;0;15,7;2,7;0,8;41,39;2,1;0,8;83,6;80,1;93,9;12;6,5;15,7;18,1;6,6;2.532.618,00;53;7
41737;SSG4;Stg Opb VO Coevorden e o;2010;1,8;-3,9;0,45;0,63;9,8;0;0;0;15;2,9;0,6;31,79;1,58;0;86,3;79,4;95,5;5,8;4,1;15;9,8;9;1.403.626,00;44;7
41737;SSG4;Stg Opb VO Coevorden e o;2011;1,76;-0,1;0,46;0,63;10;0;0;0;14,6;1,7;0;30,78;1,47;0;85,2;82,1;96,4;5,4;3,7;14,6;9;5,8;1.321.062,00;43;10
